"V1","V2","V3","V4","V5"
72.2222222222222,72.2222222222222,66.6666666666667,55.5555555555556,77.7777777777778
72.2222222222222,72.2222222222222,55.5555555555556,72.2222222222222,77.7777777777778
55.5555555555556,61.1111111111111,66.6666666666667,61.1111111111111,55.5555555555556
61.1111111111111,55.5555555555556,50,66.6666666666667,44.4444444444444
72.2222222222222,83.3333333333333,44.4444444444444,55.5555555555556,55.5555555555556
66.6666666666667,33.3333333333333,72.2222222222222,66.6666666666667,55.5555555555556
50,55.5555555555556,44.4444444444444,50,72.2222222222222
50,44.4444444444444,50,50,55.5555555555556
72.2222222222222,77.7777777777778,61.1111111111111,55.5555555555556,72.2222222222222
77.7777777777778,55.5555555555556,55.5555555555556,72.2222222222222,61.1111111111111
90.4761904761905,76.1904761904762,85.7142857142857,80.9523809523809,57.1428571428571
85.7142857142857,80.9523809523809,85.7142857142857,71.4285714285714,85.7142857142857
95.2380952380952,90.4761904761905,80.9523809523809,85.7142857142857,90.4761904761905
100,85.7142857142857,90.4761904761905,90.4761904761905,90.4761904761905
95.2380952380952,85.7142857142857,85.7142857142857,85.7142857142857,90.4761904761905
95.2380952380952,95.2380952380952,85.7142857142857,85.7142857142857,80.9523809523809
95.2380952380952,90.4761904761905,85.7142857142857,80.9523809523809,90.4761904761905
100,95.2380952380952,80.9523809523809,85.7142857142857,85.7142857142857
95.2380952380952,90.4761904761905,90.4761904761905,76.1904761904762,90.4761904761905
100,95.2380952380952,80.9523809523809,95.2380952380952,80.9523809523809
48.0519480519481,66.2337662337662,59.0909090909091,59.0909090909091,62.3376623376623
51.2987012987013,59.7402597402597,50,53.2467532467532,61.6883116883117
62.3376623376623,57.1428571428571,69.4805194805195,59.0909090909091,62.987012987013
50.6493506493506,55.8441558441558,65.5844155844156,53.2467532467532,56.4935064935065
66.8831168831169,65.5844155844156,66.2337662337662,66.2337662337662,58.4415584415584
67.5324675324675,63.6363636363636,57.7922077922078,60.3896103896104,66.2337662337662
72.0779220779221,60.3896103896104,67.5324675324675,61.6883116883117,74.025974025974
68.1818181818182,59.7402597402597,62.3376623376623,72.0779220779221,62.987012987013
76.6233766233766,74.025974025974,74.6753246753247,73.3766233766234,71.4285714285714
78.5714285714286,65.5844155844156,70.1298701298701,79.8701298701299,75.974025974026
82.3529411764706,76.4705882352941,79.4117647058823,61.7647058823529,79.4117647058823
79.4117647058823,79.4117647058823,79.4117647058823,79.4117647058823,82.3529411764706
73.5294117647059,64.7058823529412,82.3529411764706,73.5294117647059,76.4705882352941
85.2941176470588,67.6470588235294,82.3529411764706,76.4705882352941,67.6470588235294
52.9411764705882,67.6470588235294,73.5294117647059,64.7058823529412,67.6470588235294
79.4117647058823,64.7058823529412,85.2941176470588,82.3529411764706,70.5882352941177
58.8235294117647,67.6470588235294,82.3529411764706,67.6470588235294,79.4117647058823
85.2941176470588,67.6470588235294,82.3529411764706,76.4705882352941,70.5882352941177
64.7058823529412,61.7647058823529,70.5882352941177,70.5882352941177,73.5294117647059
85.2941176470588,70.5882352941177,85.2941176470588,76.4705882352941,70.5882352941177
53.6842105263158,72.6315789473684,68.4210526315789,55.7894736842105,57.8947368421053
70.5263157894737,63.1578947368421,60,66.3157894736842,57.8947368421053
62.1052631578947,71.5789473684211,77.8947368421053,67.3684210526316,63.1578947368421
65.2631578947368,65.2631578947368,68.4210526315789,70.5263157894737,65.2631578947368
60,75.7894736842105,75.7894736842105,71.5789473684211,70.5263157894737
70.5263157894737,75.7894736842105,70.5263157894737,73.6842105263158,73.6842105263158
60,75.7894736842105,69.4736842105263,67.3684210526316,60
70.5263157894737,71.5789473684211,69.4736842105263,69.4736842105263,67.3684210526316
64.2105263157895,72.6315789473684,72.6315789473684,66.3157894736842,64.2105263157895
67.3684210526316,67.3684210526316,66.3157894736842,76.8421052631579,69.4736842105263
97.5642760487145,97.8349120433018,98.2408660351827,97.9702300405954,97.6995940460081
96.7523680649526,98.105548037889,97.1583220568336,98.2408660351827,97.9702300405954
97.2936400541272,98.3761840324763,98.2408660351827,97.6995940460081,97.6995940460081
96.8876860622463,98.105548037889,97.1583220568336,98.105548037889,97.5642760487145
97.4289580514208,98.3761840324763,98.51150202977,97.8349120433018,97.5642760487145
96.4817320703654,98.105548037889,97.4289580514208,97.8349120433018,97.1583220568336
97.5642760487145,98.2408660351827,98.3761840324763,97.6995940460081,97.6995940460081
97.1583220568336,98.105548037889,97.6995940460081,97.8349120433018,97.5642760487145
97.4289580514208,98.2408660351827,98.2408660351827,97.8349120433018,97.5642760487145
97.0230040595399,98.105548037889,97.4289580514208,97.6995940460081,97.5642760487145
51.6666666666667,53.3333333333333,54.1666666666667,55,55.8333333333333
51.6666666666667,47.5,44.1666666666667,55,48.3333333333333
47.5,45.8333333333333,45.8333333333333,55,46.6666666666667
50.8333333333333,53.3333333333333,44.1666666666667,45,50.8333333333333
53.3333333333333,47.5,54.1666666666667,45.8333333333333,55.8333333333333
50,46.6666666666667,55.8333333333333,45.8333333333333,49.1666666666667
50.8333333333333,52.5,54.1666666666667,45.8333333333333,45.8333333333333
50,53.3333333333333,55.8333333333333,45.8333333333333,49.1666666666667
48.3333333333333,47.5,45.8333333333333,55,45.8333333333333
52.5,44.1666666666667,46.6666666666667,40.8333333333333,49.1666666666667
71.6666666666667,61.6666666666667,83.3333333333333,86.6666666666667,58.3333333333333
76.6666666666667,73.3333333333333,65,65,66.6666666666667
83.3333333333333,83.3333333333333,73.3333333333333,73.3333333333333,91.6666666666667
90,85,83.3333333333333,80,90
90,90,81.6666666666667,78.3333333333333,90
83.3333333333333,85,90,86.6666666666667,83.3333333333333
90,91.6666666666667,81.6666666666667,88.3333333333333,83.3333333333333
88.3333333333333,78.3333333333333,85,86.6666666666667,91.6666666666667
81.6666666666667,86.6666666666667,86.6666666666667,86.6666666666667,80
91.6666666666667,85,86.6666666666667,91.6666666666667,86.6666666666667
77.7777777777778,78.9473684210526,78.9473684210526,72.5146198830409,83.6257309941521
81.2865497076023,78.3625730994152,78.9473684210526,78.3625730994152,80.7017543859649
85.3801169590643,80.1169590643275,86.5497076023392,84.2105263157895,81.8713450292398
83.0409356725146,83.0409356725146,77.1929824561403,81.2865497076023,87.719298245614
80.7017543859649,82.4561403508772,81.2865497076023,82.4561403508772,81.2865497076023
84.2105263157895,85.3801169590643,76.0233918128655,83.6257309941521,87.719298245614
82.4561403508772,84.7953216374269,81.8713450292398,85.3801169590643,85.3801169590643
87.1345029239766,81.8713450292398,76.0233918128655,78.9473684210526,81.2865497076023
86.5497076023392,84.7953216374269,82.4561403508772,84.2105263157895,86.5497076023392
85.3801169590643,83.6257309941521,78.3625730994152,85.3801169590643,84.7953216374269
